IM_Dir	Directorate	IM_Dep	Department	Project Definition	Project Definition Description	WBS Element	WBS Element Description	Fund Source Desc	Major Fund	Original Budget	Adj Bug Aug	Motivation	Ward	Total Project Cost
A09	Community Services	A0904	City Parks	C12.94002	Klip Road Cemetery Extension	C12.94002-F1	Klip Road Cemetery Extension	4 NT USDG	CGD	1500000	1503670	Invoice for civil engineering professional services to be processed.	110	3816103.54
A09	Community Services	A0904	City Parks	C12.94012	Macassar POS system development	C12.94012-F1	Macassar POS system development	4 NT USDG	CGD	1000000	1000000		109	5099957.17
A09	Community Services	A0904	City Parks	C09.94011	Modderdam Cemetery: Upgrade Roads	C09.94011-F3	Modderdam Cemetery: Upgrade Roads	4 NT USDG	CGD	500000	500000		22	819985.55
A09	Community Services	A0904	City Parks	C14.94133	Park Upgrades in Samora Machel	C14.94133-F1	Park Upgrades in Samora Machel	4 NT USDG	CGD	500000	500000		33	500000.00
A09	Community Services	A0904	City Parks	C14.94134	Park Upgrades in Vrygrond	C14.94134-F1	Park Upgrades in Vrygrond	4 NT USDG	CGD	500000	500000		67	500000.00
A09	Community Services	A0904	City Parks	C14.94135	Valhalla Park Family Park (irrigation)	C14.94135-F1	Valhalla Park Family Park (irrigation)	4 NT USDG	CGD	1500000	1500000		30	1500000.00
A09	Community Services	A0904	City Parks	C14.94136	IT Equipment: Additional	C14.94136-F1	IT Equipment: Additional	1 EFF	EFF	600000	600000		201	600000.00
A09	Community Services	A0904	City Parks	C14.94139	Depot Upgrades	C14.94139-F1	Depot Upgrades	1 EFF	EFF	831447	831447		200	831447.00
A09	Community Services	A0904	City Parks	C12.94007	Upgrade Camps Bay Beach Front	C12.94007-F1	Upgrade Camps Bay Beach Front	1 EFF	EFF	500000	500000		74	1500000.00
A09	Community Services	A0904	City Parks	C12.94008	Company's Garden	C12.94008-F1	Company's Garden	1 EFF	EFF	500000	500000		77	1500000.00
A09	Community Services	A0904	City Parks	C12.94010	Wesbank POS system development	C12.94010-F1	Wesbank POS system development	4 NT USDG	CGD	500000	500000		19	3500000.00
A09	Community Services	A0904	City Parks	C12.94011	Plant and Equipment: Additional	C12.94011-F1	Plant and Equipment: Additional	1 EFF	EFF	1000000	1000000		201	1000000.00
A09	Community Services	A0904	City Parks	C12.94013	Upgrade of Watsonia Park	C12.94013-F1	Upgrade of Watsonia Park	4 NT USDG	CGD	500000	500000		17	500000.00
A09	Community Services	A0904	City Parks	C12.94015	Upgrade of Parks in Mfuleni	C12.94015-F1	Upgrade of Parks in Mfuleni	4 NT USDG	CGD	500000	500000		108	500000.00
A09	Community Services	A0904	City Parks	C12.94017	Fencing of Parks (Strand service Area)	C12.94017-F1	Fencing of Parks (Strand service Area)	4 NT USDG	CGD	650000	650000		100	650000.00
A09	Community Services	A0904	City Parks	C12.94029	Cemetery Upgrades & Extensions	C12.94029-F1	Cemetery Upgrades & Extensions	4 NT USDG	CGD	2350000	1891793	Budget adjusted in line with revised project timeframes and funding allocation.	200	1891793.00
A09	Community Services	A0904	City Parks	C12.94031	Water saving initiatives - Eastern Dist	C12.94031-F1	Water saving initiatives - Eastern Dist	1 EFF	EFF	200000	200000		200	200000.00
A09	Community Services	A0904	City Parks	C07.00674	Maitland Cemetery Upgrade Roads & Infras	C07.00674-F2	Maitland Cemetery Upgrade Roads & Infras	4 NT USDG	CGD	2500000	2500000		56	11086365.05
A09	Community Services	A0904	City Parks	C09.94001	Welmoed Cemetery Development	C09.94001-F4	Welmoed Cemetery Development	4 NT USDG	CGD	1400000	1441488	Project completion delayed due to high demand for concrete palisade materials. Suppliers unable to supply materials required and therefore contractors had to wait for availability of stock.	14	14639125.47
A09	Community Services	A0904	City Parks	C09.94008	Khayelitsha Wetlands Park Upgrade	C09.94008-F3	Khayelitsha Wetlands Park Upgrade	4 NT USDG	CGD	1500000	1580805	"Project delayed due to EIA process. The Environmental Impact Study report has been referred to the Department of Environmental Affairs and being advertised for public comments, including an open day, where after the consultant could be paid. Assessment due in August 2013."	92	7324017.72
A09	Community Services	A0904	City Parks	C13.94001	Park Upgrades and Developments	C13.94001-F1	Park Upgrades and Developments	4 NT USDG	CGD	13742240	13611219	Budget adjusted in line with revised project timeframes and funding allocation.	200	13611219.00
A09	Community Services	A0904	City Parks	C13.94023	Upgrade of Hout Bay Common	C13.94023-F3	Upgrade of Hout Bay Common	2 REVENUE	REVENUE	1240000	1240000		74	2071850.17
A09	Community Services	A0904	City Parks	C09.94018	Gugulethu Cem: Implement Lscape Plans	C09.94018-F2	Gugulethu Cem: Implement Lscape Plans	4 NT USDG	CGD	1000000	1000000		38	1994430.67
A09	Community Services	A0904	City Parks	C13.94107	Upgrade Park: Albow Gardens Park	C13.94107-F2	Upgrade Park: Albow Gardens Park	3 CRR:WardAllocation	CRR	30000	30000		55	229992.15
A09	Community Services	A0904	City Parks	C13.94109	Upgrade Park: Alma Road Park	C13.94109-F2	Upgrade Park: Alma Road Park	3 CRR:WardAllocation	CRR	50000	50000		57	99999.30
A09	Community Services	A0904	City Parks	C13.94140	Camps Bay Beach Upgrade	C13.94140-F2	Camps Bay Beach Upgrade	3 CRR:WardAllocation	CRR	400000	422500	EIA assessment expired. New application and public participation delayed the consultant's process.	54	999870.07
A09	Community Services	A0904	City Parks	C14.94000	Supply and install play park equipment	C14.94000-F1	Supply and install play park equipment	3 CRR:WardAllocation	CRR	100000	100000		27	100000.00
A09	Community Services	A0904	City Parks	C14.94001	Supply and install play park equipment	C14.94001-F1	Supply and install play park equipment	3 CRR:WardAllocation	CRR	100000	100000		27	100000.00
A09	Community Services	A0904	City Parks	C14.94002	Create a landscape environment 28	C14.94002-F1	Create a landscape environment 28	3 CRR:WardAllocation	CRR	30000	30000		28	30000.00
A09	Community Services	A0904	City Parks	C14.94003	Upgrading of 29th Avenue Park	C14.94003-F1	Upgrading of 29th Avenue Park	3 CRR:WardAllocation	CRR	40000	40000		28	40000.00
A09	Community Services	A0904	City Parks	C14.94004	Erecting of Welcome Wall	C14.94004-F1	Erecting of Welcome Wall	3 CRR:WardAllocation	CRR	150000	150000		28	150000.00
A09	Community Services	A0904	City Parks	C14.94005	Upgrading of Uintjie Str K/S/fontein	C14.94005-F1	Upgrading of Uintjie Str K/S/fontein	3 CRR:WardAllocation	CRR	30000	30000		30	30000.00
A09	Community Services	A0904	City Parks	C14.94006	Upgrading of Wembly Park	C14.94006-F1	Upgrading of Wembly Park	3 CRR:WardAllocation	CRR	35950	35950		30	35950.00
A09	Community Services	A0904	City Parks	C14.94007	Upgrading of Parks in Ward 10	C14.94007-F1	Upgrading of Parks in Ward 10	3 CRR:WardAllocation	CRR	108000	108000		10	108000.00
A09	Community Services	A0904	City Parks	C14.94009	Construction of 2 Netball Courts	C14.94009-F1	Construction of 2 Netball Courts	3 CRR:WardAllocation	CRR	90000	90000		12	90000.00
A09	Community Services	A0904	City Parks	C14.94010	Landscaping of Road Verges in Ward 12	C14.94010-F1	Landscaping of Road Verges in Ward 12	3 CRR:WardAllocation	CRR	150000	150000		12	150000.00
A09	Community Services	A0904	City Parks	C14.94011	Upgrading of Parks in Ward 12	C14.94011-F1	Upgrading of Parks in Ward 12	3 CRR:WardAllocation	CRR	115000	115000		12	115000.00
A09	Community Services	A0904	City Parks	C14.94012	Upgrading of Parks in Uitsig	C14.94012-F1	Upgrading of Parks in Uitsig	3 CRR:WardAllocation	CRR	287000	287000		22	287000.00
A09	Community Services	A0904	City Parks	C14.94013	Upgrading of Median Islands	C14.94013-F1	Upgrading of Median Islands	3 CRR:WardAllocation	CRR	200000	200000		2	200000.00
A09	Community Services	A0904	City Parks	C14.94014	Upgrading of Trimpark in Parow	C14.94014-F1	Upgrading of Trimpark in Parow	3 CRR:WardAllocation	CRR	200000	200000		2	200000.00
A09	Community Services	A0904	City Parks	C14.94015	Upgrading of Industrie Park in Ward 9	C14.94015-F1	Upgrading of Industrie Park in Ward 9	3 CRR:WardAllocation	CRR	100000	100000		9	100000.00
A09	Community Services	A0904	City Parks	C14.94016	Upgrading of Playparks in ward 42	C14.94016-F1	Upgrading of Playparks in ward 42	3 CRR:WardAllocation	CRR	200000	200000		42	200000.00
A09	Community Services	A0904	City Parks	C14.94017	Upgrading parks & greening area 2	C14.94017-F1	Upgrading parks & greening area 2	3 CRR:WardAllocation	CRR	200000	200000		45	200000.00
A09	Community Services	A0904	City Parks	C14.94018	Upgrading parks & greening	C14.94018-F1	Upgrading parks & greening	3 CRR:WardAllocation	CRR	300000	300000		45	300000.00
A09	Community Services	A0904	City Parks	C14.94019	Upgrading parks & greening	C14.94019-F1	Upgrading parks & greening	3 CRR:WardAllocation	CRR	230000	230000		49	230000.00
A09	Community Services	A0904	City Parks	C14.94020	Play equipment Parks H/bay Llandudno	C14.94020-F1	Play equipment Parks H/bay Llandudno	3 CRR:WardAllocation	CRR	100000	100000		74	100000.00
A09	Community Services	A0904	City Parks	C14.94021	Signage Parks Houtbay and Llandudno	C14.94021-F1	Signage Parks Houtbay and Llandudno	3 CRR:WardAllocation	CRR	10000	10000		74	10000.00
A09	Community Services	A0904	City Parks	C14.94022	Upgrade traffic island Victoria Ave Hbay	C14.94022-F1	Upgrade traffic island Victoria Ave Hbay	3 CRR:WardAllocation	CRR	30000	30000		74	30000.00
A09	Community Services	A0904	City Parks	C14.94023	Fencing of playpark Beta close	C14.94023-F1	Fencing of playpark Beta close	3 CRR:WardAllocation	CRR	75000	75000		74	75000.00
A09	Community Services	A0904	City Parks	C14.94024	Upgrade Imizamo Yethu playpark	C14.94024-F1	Upgrade Imizamo Yethu playpark	3 CRR:WardAllocation	CRR	145000	145000		74	145000.00
A09	Community Services	A0904	City Parks	C14.94025	U/Leewen St Park upgrade	C14.94025-F1	U/Leewen St Park upgrade	3 CRR:WardAllocation	CRR	150000	150000		77	150000.00
A09	Community Services	A0904	City Parks	C14.94026	Rugley Rd park upgrade	C14.94026-F1	Rugley Rd park upgrade	3 CRR:WardAllocation	CRR	100000	100000		77	100000.00
A09	Community Services	A0904	City Parks	C14.94027	Replace wooden fence Company Gardens	C14.94027-F1	Replace wooden fence Company Gardens	3 CRR:WardAllocation	CRR	100000	100000		77	100000.00
A09	Community Services	A0904	City Parks	C14.94028	Upgrading of Playparks in ward 44	C14.94028-F1	Upgrading of Playparks in ward 44	3 CRR:WardAllocation	CRR	100000	100000		44	100000.00
A09	Community Services	A0904	City Parks	C14.94029	Upgrade Parks: Legacy Project	C14.94029-F1	Upgrade Parks: Legacy Project	3 CRR:WardAllocation	CRR	556300	556300		63	556300.00
A09	Community Services	A0904	City Parks	C14.94030	"Upgrade to Panton Road Park, Fairways"	C14.94030-F1	"Upgrade to Panton Road Park, Fairways"	3 CRR:WardAllocation	CRR	58700	58700		63	58700.00
A09	Community Services	A0904	City Parks	C14.94031	"Development, Landscaping and Parking"	C14.94031-F1	"Development, Landscaping and Parking"	3 CRR:WardAllocation	CRR	250000	250000		66	250000.00
A09	Community Services	A0904	City Parks	C14.94032	Upgrade Parks: Legacy Project	C14.94032-F1	Upgrade Parks: Legacy Project	3 CRR:WardAllocation	CRR	250000	250000		66	250000.00
A09	Community Services	A0904	City Parks	C14.94033	Upgrade Parks: Legacy Project	C14.94033-F1	Upgrade Parks: Legacy Project	3 CRR:WardAllocation	CRR	300000	300000		80	300000.00
A09	Community Services	A0904	City Parks	C14.94034	Ward 21: Park Upgrade	C14.94034-F1	Ward 21: Park Upgrade	3 CRR:WardAllocation	CRR	50000	50000		21	50000.00
A09	Community Services	A0904	City Parks	C14.94035	Wallacedene (Phase 8): Park Development	C14.94035-F1	Wallacedene (Phase 8): Park Development	3 CRR:WardAllocation	CRR	100000	100000		101	100000.00
A09	Community Services	A0904	City Parks	C14.94036	W102:Park Upgr/Rd Reserve Beautification	C14.94036-F1	W102:Park Upgr/Rd Reserve Beautification	3 CRR:WardAllocation	CRR	30000	30000		102	30000.00
A09	Community Services	A0904	City Parks	C14.94037	Zonnendal POS Upgrade	C14.94037-F1	Zonnendal POS Upgrade	3 CRR:WardAllocation	CRR	85000	85000		103	85000.00
A09	Community Services	A0904	City Parks	C14.94038	Durmonte Park: Upgrade	C14.94038-F1	Durmonte Park: Upgrade	3 CRR:WardAllocation	CRR	80000	80000		105	80000.00
A09	Community Services	A0904	City Parks	C14.94039	Tottum Park: Bollards	C14.94039-F1	Tottum Park: Bollards	3 CRR:WardAllocation	CRR	30000	30000		105	30000.00
A09	Community Services	A0904	City Parks	C14.94040	Ward 105: Park Signage : Richwood	C14.94040-F1	Ward 105: Park Signage : Richwood	3 CRR:WardAllocation	CRR	5000	5000		105	5000.00
A09	Community Services	A0904	City Parks	C14.94041	"Boy Briers, F/Kraal: Park Upgrade"	C14.94041-F1	"Boy Briers, F/Kraal: Park Upgrade"	3 CRR:WardAllocation	CRR	60000	60000		105	60000.00
A09	Community Services	A0904	City Parks	C14.94042	The Crest & F/K: Signage & Park Equip.	C14.94042-F1	The Crest & F/K: Signage & Park Equip.	3 CRR:WardAllocation	CRR	28000	28000		105	28000.00
A09	Community Services	A0904	City Parks	C14.94043	Upgrading of Parks in Ward 33	C14.94043-F1	Upgrading of Parks in Ward 33	3 CRR:WardAllocation	CRR	400000	400000		33	400000.00
A09	Community Services	A0904	City Parks	C14.94044	Upgrading of Parks in Ward 34	C14.94044-F1	Upgrading of Parks in Ward 34	3 CRR:WardAllocation	CRR	500000	500000		34	500000.00
A09	Community Services	A0904	City Parks	C14.94045	Upgrading of Parks in Ward 35	C14.94045-F1	Upgrading of Parks in Ward 35	3 CRR:WardAllocation	CRR	400000	400000		35	400000.00
A09	Community Services	A0904	City Parks	C14.94046	Upgrading of Parks in Ward 36	C14.94046-F1	Upgrading of Parks in Ward 36	3 CRR:WardAllocation	CRR	400000	400000		36	400000.00
A09	Community Services	A0904	City Parks	C14.94047	Upgrade of parks ward 83	C14.94047-F1	Upgrade of parks ward 83	3 CRR:WardAllocation	CRR	50000	50000		83	50000.00
A09	Community Services	A0904	City Parks	C14.94048	Upgrade of parks ward 84	C14.94048-F1	Upgrade of parks ward 84	3 CRR:WardAllocation	CRR	40000	40000		84	40000.00
A09	Community Services	A0904	City Parks	C14.94049	Upgrade of parks ward 85	C14.94049-F1	Upgrade of parks ward 85	3 CRR:WardAllocation	CRR	50000	50000		85	50000.00
A09	Community Services	A0904	City Parks	C14.94050	Play park equipment disabled children	C14.94050-F1	Play park equipment disabled children	3 CRR:WardAllocation	CRR	55000	55000		85	55000.00
A09	Community Services	A0904	City Parks	C14.94051	Upgrade of parks ward 86	C14.94051-F1	Upgrade of parks ward 86	3 CRR:WardAllocation	CRR	100000	100000		86	100000.00
A09	Community Services	A0904	City Parks	C14.94052	Parks ward 100	C14.94052-F1	Parks ward 100	3 CRR:WardAllocation	CRR	200000	200000		100	200000.00
A09	Community Services	A0904	City Parks	C14.94053	Upgrade of Parks within Ward 11	C14.94053-F1	Upgrade of Parks within Ward 11	3 CRR:WardAllocation	CRR	100000	100000		11	100000.00
A09	Community Services	A0904	City Parks	C14.94054	Upgrade of Parks within Ward 14	C14.94054-F1	Upgrade of Parks within Ward 14	3 CRR:WardAllocation	CRR	200000	200000		14	200000.00
A09	Community Services	A0904	City Parks	C14.94055	Beautifying Entrances of Ward 17	C14.94055-F1	Beautifying Entrances of Ward 17	3 CRR:WardAllocation	CRR	100000	100000		17	100000.00
A09	Community Services	A0904	City Parks	C14.94056	Upgrade of Parks within Ward 17	C14.94056-F1	Upgrade of Parks within Ward 17	3 CRR:WardAllocation	CRR	60000	60000		17	60000.00
A09	Community Services	A0904	City Parks	C14.94057	Upgrade of Parks within Ward 19	C14.94057-F1	Upgrade of Parks within Ward 19	3 CRR:WardAllocation	CRR	300000	300000		19	300000.00
A09	Community Services	A0904	City Parks	C14.94058	Upgrade of Parks within Ward 108	C14.94058-F1	Upgrade of Parks within Ward 108	3 CRR:WardAllocation	CRR	250000	250000		108	250000.00
A09	Community Services	A0904	City Parks	C14.94059	Park Upgrade: Uitsig	C14.94059-F1	Park Upgrade: Uitsig	4 NT USDG	CGD	800000	800000		25	1000000.00
A09	Community Services	A0904	City Parks	C14.94060	Park Upgrade: Netreg	C14.94060-F1	Park Upgrade: Netreg	4 NT USDG	CGD	800000	800000		31	1000000.00
A09	Community Services	A0904	City Parks	C14.94061	Park Upgrade: Ravensmead	C14.94061-F1	Park Upgrade: Ravensmead	4 NT USDG	CGD	800000	800000		25	1000000.00
A09	Community Services	A0904	City Parks	C14.94062	Durban Rd Landscaping :  Irrigation upgr	C14.94062-F1	Durban Rd Landscaping :  Irrigation upgr	1 EFF	EFF	50000	50000		21	50000.00
A09	Community Services	A0904	City Parks	C14.94063	"Fencing and upgrading of Hanekom Park, G"	C14.94063-F1	"Fencing and upgrading of Hanekom Park, G"	1 EFF	EFF	500000	500000		27	700000.00
A09	Community Services	A0904	City Parks	C14.94106	Installation of Playground Equipment	C14.94106-F1	Installation of Playground Equipment	4 NT USDG	CGD	1500000	1185545	Budget adjusted in line with revised project timeframes and funding allocation.	14	1185545.00
A09	Community Services	A0904	City Parks	C14.94123	Nomzamo Park Suburb POS  Development	C14.94123-F1	Nomzamo Park Suburb POS  Development	4 NT USDG	CGD	700000	700000		86	700000.00
